08:35:17	13 derive dump0 (from the forms' ch14_dump0.py)	0	1
08:35:24	13 derive dump0 (from the forms' ch14_dump0.py), second (the count guard the form's)	0	1
08:35:32	13 derive dump0, third (the guard's slice clause dropped — the NAMING line's own [:14])	0	0
08:35:32	13 dump0 (the measurements' first pass)	12	0
08:39:58	13 the spine split by piska (111-126; no tail folded; 126's tail checked against 16:1)	0	0
08:46:37	13 derive measure1 (the helpers and the register block from the forms' ch14_measure1.py)	0	0
08:46:37	13 measure1 (the second measurement pass)	18	1
08:47:08	13 derive measure1, second (the parser's list made a tuple in the set)	0	0
08:47:08	13 measure1 (the second measurement pass), second	20	0
09:11:15	13 derive ink (the helpers from the forms' ch14_ink.py)	0	0
09:11:15	13 ink (the first typed pass, assert_driver)	19	0
09:12:40	13 derive ink, second (three asserts retyped from the print)	1	0
09:12:41	13 ink (the second typed pass)	19	0
09:15:47	13 design (the map's section)	0	0
09:17:02	13 the clean compaction point (#206, after the design — RUN A's end)	0	0
15:49:11	13 the rows' import check, RUN B1 (63 Sifrei + 11 Onkelos + 4 outside; the cuts by consonants)	20	1
15:49:51	13 the rows' import check, RUN B1, second (eight tokens retyped defective from the print)	19	0
15:52:20	13 the clean compaction point (#206 addendum 1 — RUN B1's end)	0	0
19:14:51	13 the rows' import check, RUN B2 (all eight files: 99 Sifrei + 23 Onkelos + 10 outside)	20	1
19:16:00	13 the rows' import check, RUN B2, second (one token retyped from the print)	20	0
19:19:59	13 the ledger written (write_ch15_ledger.py — coverage computed, 132 sources)	19	1
19:20:41	13 the ledger written, second (the Name's bare count retyped from the print: 12)	20	1
19:21:56	13 the ledger written, third (the homograph of Moses' name at 15:2 asserted by lemma)	19	0
19:23:35	13 the clean compaction point (#206 addendum 2 — RUN B2's end, the reading done)	1	0
20:41:33	13 T derive ink (body_d — the display patch predicted from the G print)	0	0
20:41:33	13 T ink (the third pass — the patch block)	20	0
20:43:37	13 T derive the patch script (from the forms' ch14_patch_overrides.py; the counts from the ink's print)	0	0
20:43:37	13 T the display patch (ch15_patch_overrides.py — by gloss 44, by reference 168)	20	0
20:43:57	13 T ink (the fourth pass — PATCHED)	19	0
20:44:17	13 T the manifest's check words probed in the store (the pieces and their lengths)	0	0
20:44:44	13 T derive the shells (chain, fold, gates — from sitting 12's forms, the form's name protected)	1	1
20:48:16	13 T derive the shells, second (the unit named once in the chain — the count retyped from the assert's print)	0	0
20:51:22	13 T the manifest (seven claims DV15-01..07; every cite index name used)	0	0
20:51:22	13 T verify_claims	1	1
20:51:23	13 T the labels census (--strict)	0	0
20:53:24	13 T verify_claims, second (the manifest's path, not the unit's name — the argument retyped from the print)	0	0
20:53:26	13 T the chain (ch15_gates.sh in the background — the seat, verify_text, the ritual, the fold, build_world, the journal gate, the register gate --strict, large_letter, the home gate)	506	0
21:04:07	13 T the records writer --check (every number parsed from its print)	0	1
21:04:27	13 T the records writer --check, second (the page trimmed under its cap)	2	0
21:04:29	13 T the records from the sheet in one call (write_ch15_records.py)	3	0
21:04:32	13 T the forms copied (copy_ch15_forms.py)	0	0
21:14:18	13 T the note at the owner's 'Get ready to compact' (/context 482.5k)	0	0
