19:38:04	12b A derive recon (from the forms' ch13_compile_recon.py)	0	0
19:38:04	12b A recon (ch14_compile_recon.py — the seven sections)	18	0
19:38:42	12b A derive docket scan (from the forms' ch13_docket_scan.py)	0	1
19:39:08	12b A derive docket scan (from the forms' ch13_docket_scan.py), second — the header block's suffix	0	0
19:39:08	12b A docket scan (the link rows, the ranges sized, the credits)	241	0
20:09:22	12b A design (the map's section)	0	0
20:11:03	12b A the clean compaction point (#205, after the design)	0	1
20:11:17	12b A the clean compaction point (#205), second — the page trimmed under its cap	0	0
21:09:33	12b D1 derive docket tools (from the forms' ch13 tools)	0	0
21:09:33	12b D1 credit survey (the ledgers' forms, to disk)	0	0
21:09:33	12b D1 credit carry (the credited rows with their ledgers' verdicts)	0	0
21:09:33	12b D1 uncredited chunks (64,000; SPLIT_AT computed)	0	0
21:39:43	12b D1 the parts A-C and the shared U file — the check (every slice fully matched)	0	0
21:42:39	12b D1 the clean compaction point (#205 addendum 1; the map's D1 paragraph)	0	1
21:42:59	12b D1 the clean compaction point, second — the recovery page trimmed under its cap	0	1
21:43:13	12b D1 the clean compaction point, third — the page's last line trimmed	1	0
21:56:21	12b D2 the parts D-G and the shared U file extended — the check over ABCDEFG (every slice fully matched)	0	0
21:59:32	12b D2 derive the docket writer (from the forms' write_ch13_docket.py)	0	0
21:59:32	12b D2 the docket written (deu_14_reeh_exam_2026-09-21.md — coverage computed)	0	0
22:03:38	12b D2 the docket's records from the sheet in one call (write_ch14_docket_records.py)	3	0
22:04:09	12b D2 the docket's forms copied into the forms folder	0	0
05:30:20	12b B probes patched (Q37-Q39; Q32 retyped)	0	0
05:30:20	12b B probes to FAIL (Q37-Q39 + Q32's retype; 35/39 expected)	16	1
05:39:19	12b B types (add_types_ch14.py)	3	0
05:41:27	12b B seq tools derived (the recorder, the stitcher)	0	0
05:41:52	12b B shells derived (assemble, fastcheck, the runner and tape chains)	0	1
05:42:03	12b B shells derived (assemble, fastcheck, the runner and tape chains)	0	1
05:42:10	12b B shells derived (assemble, fastcheck, the runner and tape chains)	0	1
05:42:18	12b B shells derived (assemble, fastcheck, the runner and tape chains)	0	0
05:40:49	12b B callees' facts printed (ch14_callees.py)	249	1
05:50:34	12b B part 1 derived (helpers, the ink block, the callees' facts)	0	0
05:50:34	12b B fast checker (part 1 alone), first pass	21	0
06:11:50	12b B scene generated (71 persons) into part 4	0	0
06:11:50	12b B fast checker (parts 1-4), first pass	23	0
06:12:50	12b B fast checker (parts 1-4), second pass	23	0
06:13:29	12b B fast checker (parts 1-4), third pass	23	0
06:15:36	12b B assemble (CASES empty)	0	0
06:15:36	12b B cases generated from the cells' asks	25	0
06:16:01	12b B assemble (guard 78)	0	0
06:16:01	12b B the runner, first graded run	24	0
06:19:54	12b B the recorder (INK_CACHE=0)	207	0
06:23:21	12b B the stitcher (no marker)	9	0
06:23:30	12b B the literals patched (DF1-DF9; one retype)	0	0
06:23:30	12b B the tape, first run	212	0
06:27:02	12b B checkpoint_check --all (after the tape)	25	1
06:28:39	12b B the clean point (the state doc #205 add. 3, the recovery page, the index)	0	1
06:29:08	12b B the clean point, second run (the recovery page trimmed under its cap)	0	1
06:29:26	12b B the clean point, third run (the page under its cap)	1	0
06:28:30	12b B the gates chain, first pass (LAUNCHED at the run's end)	494	1
06:38:06	12b T the two demands filed (the registration edge; the family homograph FALSE)	0	1
06:38:53	12b T the two demands filed, second run (the FALSE read as a boolean)	0	0
06:49:57	12b T the positions table by FOUR workers outside the chain (the step's own command)	448	0
06:57:25	12b T the gates chain, third pass (--from checkpoint: checkpoint, stamp, sweep, unmoved)	563	0
07:07:30	12b T records writer --check	0	1
07:08:01	12b T records writer --check, second	0	0
07:08:01	12b T the records from the sheet in one call (write_ch14b_records.py)	2	0
07:08:56	12b T the commit message extended (12b's headline and paragraph; the one message assembled)	0	0
