10:36:30	11 dump0 (the measurements' first pass)	12	0
10:38:02	11 the spine split by piska	0	0
10:46:09	11 measure1 (the second measurement pass)	19	0
11:06:09	11 ink (the first typed pass, assert_driver)	0	0
11:08:06	11 ink (the first typed pass, rerun from the repo root)	18	0
11:25:34	11 ink (the second pass, the English's slips added)	17	0
11:25:51	11 design (the map's section)	1	0
11:25:52	11 ledger (the rows and the writer)	17	0
11:27:18	11 ledger lint	0	0
11:27:18	11 the clean compaction point	0	0
11:38:07	11 the display patch (the overrides written)	18	0
11:38:25	11 ink (the third pass, PATCHED)	18	0
11:48:49	11 manifest (six claims, every cite index name used)	0	0
11:48:49	11 verify_claims	0	0
11:48:49	11 labels census	0	0
11:49:38	11 the gates chain (seat, verify_text, ritual, fold, build_world, journal, register --strict, large_letter, home)	475	0
12:00:30	11 records (--check, nothing written)	2	0
12:00:49	11 records (the sheet in one call)	3	1
12:00:52	11 the forms copied	0	0
12:01:51	11 records lint fix (ketiv glossed in RESUME's note; the slip recorded in the state doc)	0	0
12:01:51	11 the forms copied (again, after the fix)	0	0
12:33:18	11b docket scan (ch13_docket_scan.py, in the background)	1	1
12:33:45	11b recon (ch13_compile_recon.py)	16	0
12:35:59	11b docket scan (second launch, the past-the-end guard)	135	0
12:46:08	11b design (the map's section)	0	0
12:47:36	11b the clean compaction point (#203)	0	1
12:47:59	11b the clean compaction point (#203, the page trimmed)	0	1
12:48:10	11b the clean compaction point (#203, the page trimmed)	0	0
13:05:53	11b docket tools derived	0	0
13:05:53	11b docket credit carry	1	0
13:05:54	11b docket uncred chunks	0	0
13:05:54	11b docket credit survey	0	0
13:25:35	11b docket parts check	0	0
13:25:35	11b docket writer derived	0	0
13:25:35	11b docket written	0	0
13:31:08	11b docket forms copied	0	0
13:31:21	11b docket records (one call)	3	0
13:31:24	11b docket forms copied (rerun)	0	0
13:49:38	11b B probes patched (Q34-Q36; Q17/Q27/Q30 retyped)	0	0
13:50:58	11b B probes to FAIL (Q34-Q36 + the three retypes; 30/36 expected)	15	1
14:00:38	11b B types (add_types_ch13.py)	2	1
14:00:40	11b B callees' facts printed (ch13_callees.py)	242	0
14:06:07	11b B types (add_types_ch13.py, second run — the guard's substring fixed)	3	0
14:25:34	11b B scene generated (41 persons) into part 4	0	0
14:25:34	11b B part 1 derived (helpers, the ink block, the callees' facts)	0	0
14:25:43	11b B fast checker (parts 1-4), first pass	107	0
14:28:30	11b B seq tools derived (the recorder, the stitcher)	0	0
14:29:29	11b B scene regenerated (40 persons)	0	0
14:29:29	11b B fast checker (parts 1-4), second pass	21	0
14:31:54	11b B assemble (CASES empty)	0	0
14:31:54	11b B cases generated from the cells' asks	23	1
14:32:51	11b B assemble (CASES empty)	0	0
14:32:51	11b B cases generated from the cells' asks	25	0
14:33:16	11b B assemble (guard 56)	0	0
14:33:16	11b B the runner, first graded run	26	0
14:33:55	11b B the recorder (INK_CACHE=0)	195	0
14:37:10	11b B the stitcher (no marker)	9	0
14:37:19	11b B the literals patched (DE1-DE9; five retypes)	0	0
14:37:19	11b B the tape, first run	195	1
14:40:34	11b B checkpoint_check --all (after the tape)	24	1
14:42:40	11b B assemble (CASES empty), second	0	0
14:42:40	11b B cases regenerated (the formula's wording)	130	1
14:44:50	11b B the tape, second run	21	1
14:45:11	11b B checkpoint_check --all (after the tape's second run)	19	1
14:47:46	11b B the chapter-10 scan amended (the cleaving homograph)	0	0
14:47:47	11b B assemble (CASES empty)	0	0
14:47:47	11b B cases generated from the cells' asks	66	0
14:48:53	11b B assemble (guard 56)	0	0
14:48:53	11b B the runner, first graded run	25	0
14:49:18	11b B the tape, second run (after the scan's amendment)	43	0
14:50:01	11b B checkpoint_check --all (after the tape's second run)	24	1
14:53:43	11b B the registration edge filed (before the chain's dependency step)	1	0
14:54:47	11b B the clean point (#203 addendum 2)	0	1
14:55:13	11b B the clean point (#203 addendum 2), second	0	0
14:52:53	11b B the gates chain, first pass (LAUNCHED at the run's end)	722	1
16:05:22	11b T the tail's demands filed (patch_tail_ch13b.py)	0	0
16:05:32	11b T the gates chain, second pass (whole — GREEN to the register gate, KILLED at the positions step's eight workers by the session's memory watchdog at 16:17:16; 7b's, 8b's, 10b's precedent)	704	137
16:20:09	11b T the positions table by FOUR workers outside the chain (the step's own command)	428	0
16:27:17	11b T the gates chain, third pass (--from checkpoint: checkpoint, stamp, sweep, unmoved)	522	0
16:37:15	11b T the records from the sheet in one call (write_ch13b_records.py)	4	0
16:37:19	11b T the commit message extended (extend_commit_msg_ch13b.py)	0	0
16:37:19	11b T the forms copied (copy_ch13b_forms.py)	1	1
